item_id,order_id,product_id,quantity,unit_price,discount_pct,subtotal
ITEM-162,ORD-007,PROD-026,1,95000,5,90250
ITEM-163,ORD-007,PROD-031,1,385000,15,327250
ITEM-164,ORD-036,PROD-029,1,320000,0,320000
ITEM-165,ORD-036,PROD-003,1,320000,0,320000
ITEM-166,ORD-148,PROD-049,2,850000,0,1700000
ITEM-167,ORD-009,PROD-035,2,125000,5,237500
ITEM-168,ORD-009,PROD-027,3,175000,10,472500
ITEM-169,ORD-009,PROD-049,1,850000,5,807500
ITEM-170,ORD-120,PROD-031,1,385000,15,327250
ITEM-171,ORD-120,PROD-037,2,89000,5,169100
ITEM-172,ORD-120,PROD-016,4,120000,10,432000
ITEM-173,ORD-120,PROD-020,2,1250000,5,2375000
ITEM-174,ORD-055,PROD-049,1,850000,15,722500
ITEM-175,ORD-111,PROD-014,3,195000,0,585000
ITEM-176,ORD-067,PROD-044,1,145000,10,130500
ITEM-177,ORD-067,PROD-028,1,89000,5,84550
ITEM-178,ORD-157,PROD-047,4,245000,0,980000
ITEM-179,ORD-179,PROD-026,1,95000,0,95000
ITEM-180,ORD-179,PROD-036,1,145000,15,123250
ITEM-181,ORD-090,PROD-040,3,45000,0,135000
ITEM-182,ORD-090,PROD-038,1,175000,5,166250
ITEM-183,ORD-090,PROD-034,2,680000,20,1088000
ITEM-184,ORD-017,PROD-007,2,85000,0,170000
ITEM-185,ORD-049,PROD-035,3,125000,15,318750
ITEM-186,ORD-024,PROD-042,1,65000,5,61750
ITEM-187,ORD-110,PROD-018,1,310000,5,294500
ITEM-188,ORD-079,PROD-026,2,95000,0,190000
ITEM-189,ORD-079,PROD-003,1,320000,0,320000
ITEM-190,ORD-079,PROD-022,1,185000,0,185000
ITEM-191,ORD-143,PROD-020,3,1250000,5,3562500
ITEM-192,ORD-143,PROD-018,4,310000,0,1240000
ITEM-193,ORD-143,PROD-032,1,245000,10,220500
ITEM-194,ORD-008,PROD-021,1,680000,5,646000
ITEM-195,ORD-008,PROD-018,1,310000,0,310000
ITEM-196,ORD-008,PROD-047,3,245000,10,661500
ITEM-197,ORD-161,PROD-024,3,185000,0,555000
ITEM-198,ORD-161,PROD-004,2,450000,0,900000
ITEM-199,ORD-161,PROD-033,3,165000,5,470250
ITEM-200,ORD-033,PROD-012,3,285000,0,855000
ITEM-201,ORD-033,PROD-013,1,220000,0,220000
ITEM-202,ORD-087,PROD-024,2,185000,0,370000
ITEM-203,ORD-195,PROD-033,4,165000,5,627000
ITEM-204,ORD-195,PROD-026,1,95000,0,95000
ITEM-205,ORD-195,PROD-041,1,95000,20,76000
ITEM-206,ORD-028,PROD-036,1,145000,10,130500
ITEM-207,ORD-028,PROD-023,1,245000,10,220500
ITEM-208,ORD-078,PROD-002,1,245000,0,245000
ITEM-209,ORD-107,PROD-014,2,195000,5,370500
ITEM-210,ORD-107,PROD-015,1,780000,0,780000
ITEM-211,ORD-063,PROD-050,4,185000,5,703000
ITEM-212,ORD-189,PROD-009,1,95000,10,85500
ITEM-213,ORD-189,PROD-042,1,65000,5,61750
ITEM-214,ORD-081,PROD-046,3,2800000,15,7140000
ITEM-215,ORD-081,PROD-042,1,65000,0,65000
ITEM-216,ORD-081,PROD-018,1,310000,5,294500
ITEM-217,ORD-081,PROD-028,2,89000,5,169100
ITEM-218,ORD-115,PROD-043,4,125000,10,450000
ITEM-219,ORD-194,PROD-039,1,125000,0,125000
ITEM-220,ORD-194,PROD-019,1,450000,20,360000
ITEM-221,ORD-073,PROD-018,2,310000,20,496000
ITEM-222,ORD-073,PROD-017,2,650000,0,1300000
ITEM-223,ORD-101,PROD-016,3,120000,10,324000
ITEM-224,ORD-101,PROD-004,2,450000,5,855000
ITEM-225,ORD-135,PROD-047,1,245000,0,245000
ITEM-226,ORD-135,PROD-002,4,245000,0,980000
ITEM-227,ORD-135,PROD-042,2,65000,5,123500
ITEM-228,ORD-010,PROD-013,2,220000,5,418000
ITEM-229,ORD-010,PROD-022,1,185000,15,157250
ITEM-230,ORD-010,PROD-047,1,245000,0,245000
ITEM-231,ORD-010,PROD-046,1,2800000,5,2660000
ITEM-232,ORD-010,PROD-015,2,780000,0,1560000
ITEM-233,ORD-141,PROD-048,2,125000,5,237500
ITEM-234,ORD-141,PROD-017,4,650000,15,2210000
ITEM-235,ORD-034,PROD-042,1,65000,15,55250
ITEM-236,ORD-034,PROD-006,1,520000,15,442000
ITEM-237,ORD-034,PROD-015,1,780000,5,741000
ITEM-238,ORD-034,PROD-023,1,245000,0,245000
ITEM-239,ORD-126,PROD-041,2,95000,15,161500
ITEM-240,ORD-050,PROD-013,2,220000,15,374000
ITEM-241,ORD-177,PROD-020,1,1250000,15,1062500
ITEM-242,ORD-177,PROD-027,1,175000,0,175000
ITEM-243,ORD-144,PROD-037,1,89000,15,75650
ITEM-244,ORD-144,PROD-030,1,145000,0,145000
ITEM-245,ORD-134,PROD-012,1,285000,0,285000
ITEM-246,ORD-018,PROD-014,3,195000,5,555750
ITEM-247,ORD-018,PROD-049,1,850000,10,765000
ITEM-248,ORD-086,PROD-009,2,95000,0,190000
ITEM-249,ORD-086,PROD-040,4,45000,0,180000
ITEM-250,ORD-086,PROD-028,1,89000,0,89000
ITEM-251,ORD-038,PROD-001,3,189000,5,538650
ITEM-252,ORD-038,PROD-021,1,680000,0,680000
ITEM-253,ORD-182,PROD-015,1,780000,0,780000
ITEM-254,ORD-182,PROD-045,2,75000,0,150000
ITEM-255,ORD-182,PROD-023,1,245000,0,245000
ITEM-256,ORD-159,PROD-030,2,145000,0,290000
ITEM-257,ORD-159,PROD-047,2,245000,0,490000
ITEM-258,ORD-159,PROD-034,4,680000,0,2720000
ITEM-259,ORD-159,PROD-039,3,125000,0,375000
ITEM-260,ORD-051,PROD-026,4,95000,0,380000
ITEM-261,ORD-051,PROD-002,1,245000,5,232750
ITEM-262,ORD-051,PROD-015,1,780000,10,702000
ITEM-263,ORD-051,PROD-047,3,245000,0,735000
ITEM-264,ORD-071,PROD-050,2,185000,5,351500
ITEM-265,ORD-071,PROD-035,1,125000,0,125000
ITEM-266,ORD-154,PROD-004,1,450000,0,450000
ITEM-267,ORD-154,PROD-045,2,75000,0,150000
ITEM-268,ORD-154,PROD-008,1,650000,5,617500
ITEM-269,ORD-088,PROD-020,2,1250000,5,2375000
ITEM-270,ORD-088,PROD-027,1,175000,5,166250
ITEM-271,ORD-117,PROD-007,2,85000,5,161500
ITEM-272,ORD-048,PROD-007,1,85000,5,80750
ITEM-273,ORD-068,PROD-034,2,680000,0,1360000
ITEM-274,ORD-068,PROD-013,1,220000,0,220000
ITEM-275,ORD-068,PROD-023,1,245000,15,208250
ITEM-276,ORD-031,PROD-001,1,189000,0,189000
ITEM-277,ORD-109,PROD-037,2,89000,0,178000
ITEM-278,ORD-127,PROD-033,1,165000,10,148500
ITEM-279,ORD-003,PROD-042,1,65000,0,65000
ITEM-280,ORD-003,PROD-015,3,780000,15,1989000
ITEM-281,ORD-003,PROD-030,3,145000,0,435000
ITEM-282,ORD-003,PROD-019,2,450000,0,900000
ITEM-283,ORD-026,PROD-049,3,850000,0,2550000
ITEM-284,ORD-174,PROD-042,1,65000,0,65000
ITEM-285,ORD-052,PROD-040,3,45000,0,135000
ITEM-286,ORD-052,PROD-018,3,310000,0,930000
ITEM-287,ORD-092,PROD-030,3,145000,5,413250
ITEM-288,ORD-092,PROD-018,1,310000,0,310000
ITEM-289,ORD-025,PROD-011,2,4200000,20,6720000
ITEM-290,ORD-025,PROD-008,3,650000,0,1950000
ITEM-291,ORD-025,PROD-009,4,95000,0,380000
ITEM-292,ORD-025,PROD-045,2,75000,0,150000
ITEM-293,ORD-060,PROD-050,2,185000,15,314500
ITEM-294,ORD-060,PROD-023,3,245000,10,661500
ITEM-295,ORD-122,PROD-031,1,385000,0,385000
ITEM-296,ORD-122,PROD-032,2,245000,0,490000
ITEM-297,ORD-122,PROD-008,3,650000,5,1852500
ITEM-298,ORD-122,PROD-027,2,175000,10,315000
ITEM-299,ORD-129,PROD-043,3,125000,5,356250
ITEM-300,ORD-057,PROD-040,2,45000,0,90000
ITEM-301,ORD-057,PROD-007,1,85000,5,80750
ITEM-302,ORD-057,PROD-028,1,89000,10,80100
ITEM-303,ORD-164,PROD-040,1,45000,15,38250
ITEM-304,ORD-164,PROD-004,2,450000,0,900000
ITEM-305,ORD-185,PROD-011,3,4200000,0,12600000
ITEM-306,ORD-185,PROD-005,1,380000,0,380000
ITEM-307,ORD-183,PROD-036,1,145000,10,130500
ITEM-308,ORD-183,PROD-042,1,65000,0,65000
ITEM-309,ORD-196,PROD-006,1,520000,0,520000
ITEM-310,ORD-196,PROD-032,1,245000,5,232750
ITEM-311,ORD-014,PROD-027,1,175000,5,166250
ITEM-312,ORD-070,PROD-039,1,125000,5,118750
ITEM-313,ORD-070,PROD-040,1,45000,5,42750
ITEM-314,ORD-070,PROD-041,4,95000,0,380000
ITEM-315,ORD-030,PROD-015,3,780000,0,2340000
ITEM-316,ORD-118,PROD-039,2,125000,10,225000
ITEM-317,ORD-118,PROD-031,1,385000,10,346500
ITEM-318,ORD-118,PROD-046,1,2800000,0,2800000
ITEM-319,ORD-075,PROD-019,1,450000,0,450000
ITEM-320,ORD-075,PROD-036,3,145000,0,435000
ITEM-321,ORD-075,PROD-034,3,680000,10,1836000
ITEM-322,ORD-153,PROD-017,1,650000,0,650000
ITEM-323,ORD-153,PROD-040,3,45000,0,135000
ITEM-324,ORD-065,PROD-013,1,220000,0,220000
ITEM-325,ORD-065,PROD-046,4,2800000,10,10080000
ITEM-326,ORD-065,PROD-022,2,185000,10,333000
ITEM-327,ORD-132,PROD-043,4,125000,0,500000
ITEM-328,ORD-132,PROD-038,1,175000,5,166250
ITEM-329,ORD-131,PROD-028,3,89000,0,267000
ITEM-330,ORD-039,PROD-012,2,285000,10,513000
ITEM-331,ORD-039,PROD-045,1,75000,0,75000
ITEM-332,ORD-047,PROD-021,3,680000,0,2040000
ITEM-333,ORD-047,PROD-033,2,165000,5,313500
ITEM-334,ORD-192,PROD-026,4,95000,20,304000
ITEM-335,ORD-004,PROD-009,2,95000,15,161500
ITEM-336,ORD-004,PROD-027,2,175000,10,315000
ITEM-337,ORD-013,PROD-021,2,680000,5,1292000
ITEM-338,ORD-013,PROD-046,1,2800000,0,2800000
ITEM-339,ORD-074,PROD-044,4,145000,5,551000
ITEM-340,ORD-074,PROD-023,4,245000,5,931000
ITEM-341,ORD-074,PROD-009,2,95000,0,190000
ITEM-342,ORD-188,PROD-023,2,245000,5,465500
ITEM-343,ORD-119,PROD-046,3,2800000,5,7980000
ITEM-344,ORD-119,PROD-027,3,175000,0,525000
ITEM-345,ORD-119,PROD-044,1,145000,0,145000
ITEM-346,ORD-119,PROD-048,1,125000,0,125000
ITEM-347,ORD-123,PROD-018,3,310000,0,930000
ITEM-348,ORD-125,PROD-017,1,650000,0,650000
ITEM-349,ORD-019,PROD-014,1,195000,10,175500
ITEM-350,ORD-019,PROD-049,1,850000,15,722500
ITEM-351,ORD-019,PROD-035,2,125000,15,212500
ITEM-352,ORD-042,PROD-036,2,145000,10,261000
ITEM-353,ORD-042,PROD-025,2,125000,5,237500
ITEM-354,ORD-042,PROD-016,1,120000,0,120000
ITEM-355,ORD-077,PROD-044,4,145000,0,580000
ITEM-356,ORD-077,PROD-021,2,680000,0,1360000
ITEM-357,ORD-023,PROD-029,2,320000,0,640000
ITEM-358,ORD-023,PROD-015,2,780000,10,1404000
ITEM-359,ORD-023,PROD-041,1,95000,10,85500
ITEM-360,ORD-023,PROD-046,1,2800000,0,2800000
ITEM-361,ORD-080,PROD-005,1,380000,0,380000
ITEM-362,ORD-080,PROD-012,2,285000,0,570000
ITEM-363,ORD-080,PROD-048,2,125000,0,250000
ITEM-364,ORD-080,PROD-033,1,165000,10,148500
ITEM-365,ORD-080,PROD-008,1,650000,0,650000
ITEM-366,ORD-069,PROD-004,3,450000,5,1282500
ITEM-367,ORD-095,PROD-020,2,1250000,0,2500000
ITEM-368,ORD-095,PROD-032,2,245000,5,465500
ITEM-369,ORD-095,PROD-037,4,89000,5,338200
ITEM-370,ORD-106,PROD-011,2,4200000,0,8400000
ITEM-371,ORD-106,PROD-027,1,175000,0,175000
ITEM-372,ORD-106,PROD-035,1,125000,0,125000
ITEM-373,ORD-152,PROD-049,2,850000,0,1700000
ITEM-374,ORD-044,PROD-049,1,850000,5,807500
ITEM-375,ORD-044,PROD-042,1,65000,15,55250
ITEM-376,ORD-091,PROD-040,4,45000,5,171000
ITEM-377,ORD-091,PROD-016,1,120000,15,102000
ITEM-378,ORD-056,PROD-025,1,125000,15,106250
ITEM-379,ORD-056,PROD-017,3,650000,0,1950000
ITEM-380,ORD-056,PROD-035,3,125000,0,375000
ITEM-381,ORD-056,PROD-047,1,245000,15,208250
ITEM-382,ORD-066,PROD-033,1,165000,0,165000
ITEM-383,ORD-112,PROD-050,1,185000,5,175750
ITEM-384,ORD-112,PROD-035,1,125000,5,118750
ITEM-385,ORD-112,PROD-001,3,189000,0,567000
ITEM-386,ORD-112,PROD-041,3,95000,15,242250
ITEM-387,ORD-112,PROD-005,2,380000,0,760000
ITEM-388,ORD-102,PROD-005,1,380000,0,380000
ITEM-389,ORD-102,PROD-048,1,125000,0,125000
ITEM-390,ORD-102,PROD-044,1,145000,10,130500
ITEM-391,ORD-108,PROD-037,4,89000,0,356000
ITEM-392,ORD-108,PROD-015,1,780000,0,780000
ITEM-393,ORD-006,PROD-025,2,125000,5,237500
ITEM-394,ORD-001,PROD-040,3,45000,5,128250
ITEM-395,ORD-001,PROD-005,2,380000,0,760000
ITEM-396,ORD-149,PROD-007,2,85000,0,170000
ITEM-397,ORD-149,PROD-019,4,450000,0,1800000
ITEM-398,ORD-149,PROD-044,3,145000,0,435000
ITEM-399,ORD-149,PROD-020,1,1250000,0,1250000
ITEM-400,ORD-146,PROD-035,1,125000,5,118750
ITEM-401,ORD-146,PROD-019,4,450000,10,1620000
ITEM-402,ORD-146,PROD-041,2,95000,0,190000
ITEM-403,ORD-169,PROD-036,1,145000,5,137750
ITEM-404,ORD-169,PROD-010,2,175000,15,297500
ITEM-405,ORD-169,PROD-008,1,650000,10,585000
ITEM-406,ORD-169,PROD-003,4,320000,0,1280000
ITEM-407,ORD-136,PROD-042,1,65000,0,65000
ITEM-408,ORD-136,PROD-033,2,165000,0,330000
ITEM-409,ORD-072,PROD-043,3,125000,15,318750
ITEM-410,ORD-176,PROD-036,1,145000,0,145000
ITEM-411,ORD-176,PROD-030,1,145000,10,130500
ITEM-412,ORD-176,PROD-042,1,65000,0,65000
ITEM-413,ORD-176,PROD-005,1,380000,5,361000
ITEM-414,ORD-150,PROD-040,1,45000,0,45000
ITEM-415,ORD-116,PROD-022,2,185000,5,351500
ITEM-416,ORD-116,PROD-040,1,45000,5,42750
ITEM-417,ORD-099,PROD-028,1,89000,10,80100
ITEM-418,ORD-099,PROD-011,2,4200000,5,7980000
ITEM-419,ORD-099,PROD-001,1,189000,0,189000
ITEM-420,ORD-040,PROD-022,1,185000,10,166500
ITEM-421,ORD-040,PROD-031,1,385000,0,385000
ITEM-422,ORD-040,PROD-030,2,145000,0,290000
ITEM-423,ORD-163,PROD-009,3,95000,0,285000
ITEM-424,ORD-100,PROD-041,1,95000,0,95000
ITEM-425,ORD-100,PROD-005,2,380000,0,760000
ITEM-426,ORD-100,PROD-047,2,245000,0,490000
ITEM-427,ORD-197,PROD-003,1,320000,15,272000
ITEM-428,ORD-197,PROD-036,2,145000,5,275500
ITEM-429,ORD-103,PROD-026,1,95000,10,85500
ITEM-430,ORD-022,PROD-019,2,450000,0,900000
ITEM-431,ORD-022,PROD-009,1,95000,0,95000
ITEM-432,ORD-022,PROD-030,1,145000,20,116000
